x,y
7.88814307307125,31.426146666366552
3.83905036310216,16.874374344793804
6.720414311788248,26.64003767289343
6.957998696759522,27.654800387409463
5.048207009208568,20.66526834417812
4.055135210654923,17.601304491380077
7.705587690998835,30.792999428496206
5.408172123848382,22.018059338976624
0.7507425086480568,5.662461960576012
3.3498693809650115,15.097402242565998
9.176139287740007,36.56842327419661
2.6077388146597147,11.726657737162204
1.9408993268503139,9.970605865309867
5.727740188917112,23.59004277264311
6.630756017244099,26.50364591894314
9.669819546543433,38.79037856997636
1.81185539449499,9.506737182270122
0.8478234894697478,5.20444771529092
4.44268448567252,18.824679258521957
2.199845839456046,9.885645665910792
2.9821848899625216,13.61398324334695
1.142058808325419,6.800832390902146
9.124603036807208,35.71161111187541
8.817806259906249,35.06283885876642
5.092218010647933,22.450768729137945
1.9212855397147666,9.174702186653029
7.13592990625585,29.154021070628954
7.424355221348717,30.887816418360156
5.253927201637952,20.82654454339324
6.563394458730381,26.937375185775664
2.6144737163663345,12.75544030325386
8.107105474128712,33.475945707244385
0.4301642879785894,4.479913726917774
0.3399096962289305,4.052447221534296
5.2903192565606405,23.040062718258753
9.898050842876916,39.91025304353709
3.6031540203207566,16.66816641788071
3.8826485276307574,16.483228907966136
6.958104421417762,27.11480326895538
9.435135679742018,37.49074388699341
6.629689662505983,27.659664881635376
2.5887330202892898,11.914498628352362
1.1104335017753608,6.443612284185327
5.827576037288066,24.039296237694458
6.110028399533467,25.269025109509716
5.527774959290812,22.498007208924847
0.29063202305131375,4.477312262074219
1.8778755052677298,9.260896549732234
6.204829981785621,25.142234045888035
7.276084073586252,28.671774785388436
9.759394183874623,38.32247465176125
7.080289680147213,28.620147394561332
5.0784022329671465,21.55202381239766
0.9345461150803158,6.041305908753124
7.552325911966546,30.488682309060042
9.44771615855353,37.38362627279897
3.087338101101036,14.147048853562074
7.118999433546696,29.916563314389705
6.491214125375117,27.12861850549531
6.780974277496831,28.512487113557672
3.649169863307351,16.952810995830934
0.8137333492579157,5.222112538692784
2.83356852791669,12.680601113399433
7.708072154350425,32.03486935072728
2.5108260178604223,11.693289515605574
8.606040694181358,34.07924514485849
9.925213148543568,39.20737090192232
4.539081647359908,19.49490283888105
9.059483606061075,36.14534654533869
4.270726633414097,18.468520323075392
2.5877364248150982,11.657703714388918
9.193511577865927,36.37983421124782
5.997818185450057,24.302603206056688
4.5533085732053,19.489131187269546
1.195893874105084,6.146810183009936
7.078008561820047,28.554844506581738
2.2084909113329996,10.764212288483671
5.605527293407242,23.325125401827307
2.5557785660218935,12.110977115734192
0.8039323260624387,5.624981568378711
7.2649516806622385,28.727228457576768
1.454344006573931,8.498344316597867
0.521568645714382,4.739281607267577
6.515771959065974,25.846073020928934
7.905157075324505,31.68174267168484
1.9597815750567205,10.706501442803816
4.569113290832392,18.93895502869926
2.6142580609949317,12.577521680940363
8.482968866650358,34.11471164704176
2.2042916586823957,9.932712685339432
6.362459216327329,26.497557644482736
8.399831129472275,33.76525897327064
5.199697231599365,21.443490559387456
0.31819767435886326,3.378428564368625
2.9173910314589833,14.222177705423501
1.8101453225173025,9.981464270562125
8.975360850817395,35.83782176284009
4.053883673381254,17.442215420461874
9.227085556800654,36.64490235741899
9.15493460754732,35.85687717334999
